module_category,component_category,year_repair,month_repair,number_repair
M2,P15,2008,4,147
M2,P15,2008,5,175
M2,P15,2008,6,172
M2,P15,2008,7,183
M2,P15,2008,8,168
M2,P15,2008,9,171
M2,P15,2008,10,144
M2,P15,2008,11,116
M2,P15,2008,12,86
M2,P15,2009,1,111
M2,P15,2009,2,76
M2,P15,2009,3,110
M2,P15,2009,4,93
M2,P15,2009,5,85
M2,P15,2009,6,83
M2,P15,2009,7,80
M2,P15,2009,8,65
M2,P15,2009,9,59
M2,P15,2009,10,32
M2,P15,2009,11,23
M2,P15,2009,12,15
M2,P16,2007,3,2
M2,P16,2007,4,15
M2,P16,2007,5,12
M2,P16,2007,6,40
M2,P16,2007,7,66
M2,P16,2007,8,107
M2,P16,2007,9,118
M2,P16,2007,10,108
M2,P16,2007,11,142
M2,P16,2007,12,191
M2,P16,2008,1,202
M2,P16,2008,2,134
M2,P16,2008,3,317
M2,P16,2008,4,349
M2,P16,2008,5,469
M2,P16,2008,6,769
M2,P16,2008,7,1285
M2,P16,2008,8,2182
M2,P16,2008,9,2632
M2,P16,2008,10,2458
M2,P16,2008,11,1517
M2,P16,2008,12,1223
M2,P16,2009,1,859
M2,P16,2009,2,776
M2,P16,2009,3,1178
M2,P16,2009,4,1088
M2,P16,2009,5,1583
M2,P16,2009,6,1923
M2,P16,2009,7,2501
M2,P16,2009,8,2247
M2,P16,2009,9,1753
M2,P16,2009,10,834
M2,P16,2009,11,580
M2,P16,2009,12,367
M2,P17,2007,4,3
M2,P17,2007,5,9
M2,P17,2007,6,10
M2,P17,2007,7,29
M2,P17,2007,8,33
M2,P17,2007,9,34
M2,P17,2007,10,32
M2,P17,2007,11,42
M2,P17,2007,12,34
M2,P17,2008,1,41
M2,P17,2008,2,25
M2,P17,2008,3,41
M2,P17,2008,4,34
M2,P17,2008,5,34
M2,P17,2008,6,47
M2,P17,2008,7,44
M2,P17,2008,8,45
M2,P17,2008,9,30
M2,P17,2008,10,46
M2,P17,2008,11,33
M2,P17,2008,12,28
M2,P17,2009,1,36
M2,P17,2009,2,31
M2,P17,2009,3,55
M2,P17,2009,4,34
M2,P17,2009,5,28
M2,P17,2009,6,39
M2,P17,2009,7,27
M2,P17,2009,8,28
M2,P17,2009,9,25
M2,P17,2009,10,14
M2,P17,2009,11,13
M2,P17,2009,12,6
M2,P19,2007,5,1
M2,P19,2007,6,3
M2,P19,2007,7,7
M2,P19,2007,8,8
M2,P19,2007,9,6
M2,P19,2007,10,5
M2,P19,2007,11,10
M2,P19,2007,12,8
M2,P19,2008,1,7
M2,P19,2008,2,8
M2,P19,2008,3,12
M2,P19,2008,4,6
M2,P19,2008,5,8
M2,P19,2008,6,14
M2,P19,2008,7,22
M2,P19,2008,8,20
M2,P19,2008,9,14
M2,P19,2008,10,11
M2,P19,2008,11,18
M2,P19,2008,12,8
M2,P19,2009,1,9
M2,P19,2009,2,10
M2,P19,2009,3,17
M2,P19,2009,4,23
M2,P19,2009,5,17
M2,P19,2009,6,23
M2,P19,2009,7,24
M2,P19,2009,8,14
M2,P19,2009,9,11
M2,P19,2009,10,5
M2,P19,2009,11,6
M2,P19,2009,12,2
M2,P20,2007,3,8
M2,P20,2007,4,24
M2,P20,2007,5,54
M2,P20,2007,6,81
M2,P20,2007,7,169
M2,P20,2007,8,316
M2,P20,2007,9,462
M2,P20,2007,10,483
M2,P20,2007,11,599
M2,P20,2007,12,617
M2,P20,2008,1,643
M2,P20,2008,2,448
M2,P20,2008,3,801
M2,P20,2008,4,739
M2,P20,2008,5,823
M2,P20,2008,6,873
M2,P20,2008,7,1048
M2,P20,2008,8,1019
M2,P20,2008,9,1037
M2,P20,2008,10,890
M2,P20,2008,11,891
M2,P20,2008,12,834
M2,P20,2009,1,805
M2,P20,2009,2,660
M2,P20,2009,3,927
M2,P20,2009,4,839
M2,P20,2009,5,879
M2,P20,2009,6,851
M2,P20,2009,7,867
M2,P20,2009,8,789
M2,P20,2009,9,546
M2,P20,2009,10,277
M2,P20,2009,11,178
M2,P20,2009,12,139
M2,P21,2007,3,2
M2,P21,2007,4,11
M2,P21,2007,5,25
M2,P21,2007,6,36
M2,P21,2007,7,45
M2,P21,2007,8,85
M2,P21,2007,9,138
M2,P21,2007,10,109
M2,P21,2007,11,122
M2,P21,2007,12,120
M2,P21,2008,1,125
M2,P21,2008,2,94
M2,P21,2008,3,191
M2,P21,2008,4,140
M2,P21,2008,5,105
M2,P21,2008,6,117
M2,P21,2008,7,120
M2,P21,2008,8,91
M2,P21,2008,9,59
M2,P21,2008,10,68
M2,P21,2008,11,67
M2,P21,2008,12,61
M2,P21,2009,1,46
M2,P21,2009,2,27
M2,P21,2009,3,23
M2,P21,2009,4,15
M2,P21,2009,5,24
M2,P21,2009,6,23
M2,P21,2009,7,37
M2,P21,2009,8,16
M2,P21,2009,9,14
M2,P21,2009,10,6
M2,P21,2009,11,5
M2,P21,2009,12,8
M2,P22,2007,3,1
M2,P22,2007,4,22
M2,P22,2007,5,24
M2,P22,2007,6,11
M2,P22,2007,7,14
M2,P22,2007,8,39
M2,P22,2007,9,59
M2,P22,2007,10,46
M2,P22,2007,11,35
M2,P22,2007,12,46
M2,P22,2008,1,37
M2,P22,2008,2,30
M2,P22,2008,3,65
M2,P22,2008,4,44
M2,P22,2008,5,51
M2,P22,2008,6,57
M2,P22,2008,7,53
M2,P22,2008,8,59
M2,P22,2008,9,82
M2,P22,2008,10,63
M2,P22,2008,11,62
M2,P22,2008,12,56
M2,P22,2009,1,47
M2,P22,2009,2,31
M2,P22,2009,3,83
M2,P22,2009,4,73
M2,P22,2009,5,60
M2,P22,2009,6,62
M2,P22,2009,7,46
M2,P22,2009,8,47
M2,P22,2009,9,38
M2,P22,2009,10,23
M2,P22,2009,11,13
M2,P22,2009,12,12
M2,P24,2007,3,2
M2,P24,2007,4,5
M2,P24,2007,5,17
M2,P24,2007,6,27
M2,P24,2007,7,59
M2,P24,2007,8,81
M2,P24,2007,9,113
M2,P24,2007,10,146
M2,P24,2007,11,256
M2,P24,2007,12,486
M2,P24,2008,1,684
M2,P24,2008,2,544
M2,P24,2008,3,1346
M2,P24,2008,4,1369
M2,P24,2008,5,1596
M2,P24,2008,6,1689
M2,P24,2008,7,1982
M2,P24,2008,8,2000
M2,P24,2008,9,2079
M2,P24,2008,10,1896
M2,P24,2008,11,2078
M2,P24,2008,12,2093
M2,P24,2009,1,1763
M2,P24,2009,2,1439
M2,P24,2009,3,2604
M2,P24,2009,4,2115
M2,P24,2009,5,1962
M2,P24,2009,6,1934
M2,P24,2009,7,2035
M2,P24,2009,8,1693
M2,P24,2009,9,1157
M2,P24,2009,10,613
M2,P24,2009,11,417
M2,P24,2009,12,233
M2,P25,2007,4,6
M2,P25,2007,5,11
M2,P25,2007,6,18
M2,P25,2007,7,30
M2,P25,2007,8,52
M2,P25,2007,9,112
M2,P25,2007,10,107
M2,P25,2007,11,85
M2,P25,2007,12,81
M2,P25,2008,1,63
M2,P25,2008,2,46
M2,P25,2008,3,101
M2,P25,2008,4,80
M2,P25,2008,5,91
M2,P25,2008,6,76
M2,P25,2008,7,109
M2,P25,2008,8,117
M2,P25,2008,9,138
M2,P25,2008,10,103
M2,P25,2008,11,87
M2,P25,2008,12,57
M2,P25,2009,1,72
M2,P25,2009,2,63
M2,P25,2009,3,79
M2,P25,2009,4,61
M2,P25,2009,5,67
M2,P25,2009,6,52
M2,P25,2009,7,56
M2,P25,2009,8,34
M2,P25,2009,9,28
M2,P25,2009,10,10
M2,P25,2009,11,5
M2,P25,2009,12,4
M2,P26,2007,4,5
M2,P26,2007,5,4
M2,P26,2007,6,6
M2,P26,2007,7,12
M2,P26,2007,8,11
M2,P26,2007,9,12
M2,P26,2007,10,10
M2,P26,2007,11,11
M2,P26,2007,12,11
M2,P26,2008,1,17
M2,P26,2008,2,8
M2,P26,2008,3,9
M2,P26,2008,4,10
M2,P26,2008,5,18
M2,P26,2008,6,9
M2,P26,2008,7,10
M2,P26,2008,8,14
M2,P26,2008,9,8
M2,P26,2008,10,8
M2,P26,2008,11,3
M2,P26,2008,12,8
M2,P26,2009,1,9
M2,P26,2009,2,10
M2,P26,2009,3,9
M2,P26,2009,4,7
M2,P26,2009,5,10
M2,P26,2009,6,4
M2,P26,2009,7,5
M2,P26,2009,8,3
M2,P26,2009,9,4
M2,P26,2009,10,3
M2,P26,2009,11,1
M2,P26,2009,12,5
M2,P27,2008,3,1
M2,P27,2008,6,2
M2,P27,2008,8,2
M2,P27,2008,10,1
M2,P27,2009,1,2
M2,P27,2009,8,1
M2,P27,2009,9,3
M2,P28,2007,4,29
M2,P28,2007,5,70
M2,P28,2007,6,89
M2,P28,2007,7,184
M2,P28,2007,8,284
M2,P28,2007,9,255
M2,P28,2007,10,223
M2,P28,2007,11,202
M2,P28,2007,12,228
M2,P28,2008,1,210
M2,P28,2008,2,137
M2,P28,2008,3,274
M2,P28,2008,4,218
M2,P28,2008,5,231
M2,P28,2008,6,267
M2,P28,2008,7,361
M2,P28,2008,8,287
M2,P28,2008,9,319
M2,P28,2008,10,272
M2,P28,2008,11,241
M2,P28,2008,12,207
M2,P28,2009,1,182
M2,P28,2009,2,148
M2,P28,2009,3,224
M2,P28,2009,4,156
M2,P28,2009,5,203
M2,P28,2009,6,205
M2,P28,2009,7,201
M2,P28,2009,8,191
M2,P28,2009,9,121
M2,P28,2009,10,53
M2,P28,2009,11,50
M2,P28,2009,12,36
M2,P29,2009,8,1
M2,P30,2007,3,4
M2,P30,2007,4,11
M2,P30,2007,5,23
M2,P30,2007,6,22
M2,P30,2007,7,38
M2,P30,2007,8,53
M2,P30,2007,9,69
M2,P30,2007,10,78
M2,P30,2007,11,76
M2,P30,2007,12,73
M2,P30,2008,1,70
M2,P30,2008,2,36
M2,P30,2008,3,75
M2,P30,2008,4,62
M2,P30,2008,5,76
M2,P30,2008,6,73
M2,P30,2008,7,57
M2,P30,2008,8,51
M2,P30,2008,9,45
M2,P30,2008,10,28
M2,P30,2008,11,40
M2,P30,2008,12,29
M2,P30,2009,1,37
M2,P30,2009,2,15
M2,P30,2009,3,47
M2,P30,2009,4,32
M2,P30,2009,5,40
M2,P30,2009,6,45
M2,P30,2009,7,54
M2,P30,2009,8,47
M2,P30,2009,9,49
M2,P30,2009,10,27
M2,P30,2009,11,12
M2,P30,2009,12,15
M2,P31,2007,4,2
M2,P31,2007,5,3
M2,P31,2007,6,6
M2,P31,2007,7,6
M2,P31,2007,8,11
M2,P31,2007,9,8
M2,P31,2007,10,15
M2,P31,2007,11,15
M2,P31,2007,12,15
M2,P31,2008,1,16
M2,P31,2008,2,5
M2,P31,2008,3,15
M2,P31,2008,4,10
M2,P31,2008,5,14
M2,P31,2008,6,14
M2,P31,2008,7,14
M2,P31,2008,8,13
M2,P31,2008,9,14
M2,P31,2008,10,13
M2,P31,2008,11,10
M2,P31,2008,12,13
M2,P31,2009,1,5
M2,P31,2009,2,6
M2,P31,2009,3,14
M2,P31,2009,4,10
M2,P31,2009,5,6
M2,P31,2009,6,6
M2,P31,2009,7,8
M2,P31,2009,8,4
M2,P31,2009,9,5
M2,P31,2009,10,7
M2,P31,2009,11,3
M3,P01,2007,5,1
M3,P01,2009,7,1
M3,P02,2006,11,1
M3,P02,2006,12,1
M3,P02,2007,1,10
M3,P02,2007,2,11
M3,P02,2007,3,13
M3,P02,2007,4,31
M3,P02,2007,5,27
M3,P02,2007,6,19
M3,P02,2007,7,17
M3,P02,2007,8,24
M3,P02,2007,9,22
M3,P02,2007,10,24
M3,P02,2007,11,29
M3,P02,2007,12,23
M3,P02,2008,1,40
M3,P02,2008,2,35
M3,P02,2008,3,30
M3,P02,2008,4,23
M3,P02,2008,5,18
M3,P02,2008,6,18
M3,P02,2008,7,15
M3,P02,2008,8,18
M3,P02,2008,9,19
M3,P02,2008,10,15
M3,P02,2008,11,20
M3,P02,2008,12,5
M3,P02,2009,1,12
M3,P02,2009,2,8
M3,P02,2009,3,8
M3,P02,2009,4,4
M3,P02,2009,5,7
M3,P02,2009,6,2
M3,P02,2009,7,2
M3,P02,2009,8,1
M3,P02,2009,9,2
M3,P03,2008,8,1
M3,P03,2008,12,1
M3,P03,2009,1,1
M3,P04,2006,12,5
M3,P04,2007,1,20
M3,P04,2007,2,46
M3,P04,2007,3,42
M3,P04,2007,4,80
M3,P04,2007,5,42
M3,P04,2007,6,46
M3,P04,2007,7,68
M3,P04,2007,8,72
M3,P04,2007,9,58
M3,P04,2007,10,68
M3,P04,2007,11,44
M3,P04,2007,12,65
M3,P04,2008,1,43
M3,P04,2008,2,43
M3,P04,2008,3,60
M3,P04,2008,4,43
M3,P04,2008,5,23
M3,P04,2008,6,23
M3,P04,2008,7,37
M3,P04,2008,8,44
M3,P04,2008,9,29
M3,P04,2008,10,39
M3,P04,2008,11,54
M3,P04,2008,12,14
M3,P04,2009,1,12
M3,P04,2009,2,8
M3,P04,2009,3,9
M3,P04,2009,4,6
M3,P04,2009,5,9
M3,P04,2009,6,3
M3,P04,2009,7,2
M3,P04,2009,8,4
M3,P04,2009,9,2
M3,P04,2009,11,1
M3,P05,2006,10,1
M3,P05,2006,11,4
M3,P05,2006,12,10
M3,P05,2007,1,19
M3,P05,2007,2,32
M3,P05,2007,3,25
M3,P05,2007,4,26
M3,P05,2007,5,32
M3,P05,2007,6,40
M3,P05,2007,7,30
M3,P05,2007,8,39
M3,P05,2007,9,46
M3,P05,2007,10,39
M3,P05,2007,11,49
M3,P05,2007,12,57
M3,P05,2008,1,42
M3,P05,2008,2,45
M3,P05,2008,3,44
M3,P05,2008,4,36
M3,P05,2008,5,29
M3,P05,2008,6,30
M3,P05,2008,7,38
M3,P05,2008,8,41
M3,P05,2008,9,22
M3,P05,2008,10,37
M3,P05,2008,11,35
M3,P05,2008,12,33
M3,P05,2009,1,24
M3,P05,2009,2,17
M3,P05,2009,3,3
M3,P05,2009,4,6
M3,P05,2009,5,9
M3,P05,2009,6,6
M3,P05,2009,7,5
M3,P05,2009,8,3
M3,P05,2009,9,2
M3,P05,2009,10,1
M3,P05,2009,12,3
M3,P06,2006,10,1
M3,P06,2006,11,23
M3,P06,2006,12,42
M3,P06,2007,1,147
M3,P06,2007,2,158
M3,P06,2007,3,214
M3,P06,2007,4,226
M3,P06,2007,5,218
M3,P06,2007,6,254
M3,P06,2007,7,316
M3,P06,2007,8,278
M3,P06,2007,9,318
M3,P06,2007,10,346
M3,P06,2007,11,328
M3,P06,2007,12,312
M3,P06,2008,1,356
M3,P06,2008,2,356
M3,P06,2008,3,453
M3,P06,2008,4,311
M3,P06,2008,5,250
M3,P06,2008,6,353
M3,P06,2008,7,319
M3,P06,2008,8,378
M3,P06,2008,9,321
M3,P06,2008,10,302
M3,P06,2008,11,316
M3,P06,2008,12,290
M3,P06,2009,1,211
M3,P06,2009,2,191
M3,P06,2009,3,141
M3,P06,2009,4,68
M3,P06,2009,5,82
M3,P06,2009,6,68
M3,P06,2009,7,48
M3,P06,2009,8,38
M3,P06,2009,9,26
M3,P06,2009,10,20
M3,P06,2009,11,21
M3,P06,2009,12,9
M3,P09,2006,10,1
M3,P09,2006,11,11
M3,P09,2006,12,16
M3,P09,2007,1,28
M3,P09,2007,2,28
M3,P09,2007,3,28
M3,P09,2007,4,49
M3,P09,2007,5,51
M3,P09,2007,6,56
M3,P09,2007,7,57
M3,P09,2007,8,69
M3,P09,2007,9,74
M3,P09,2007,10,94
M3,P09,2007,11,109
M3,P09,2007,12,155
M3,P09,2008,1,167
M3,P09,2008,2,186
M3,P09,2008,3,259
M3,P09,2008,4,197
M3,P09,2008,5,161
M3,P09,2008,6,225
M3,P09,2008,7,224
M3,P09,2008,8,245
M3,P09,2008,9,140
M3,P09,2008,10,93
M3,P09,2008,11,138
M3,P09,2008,12,162
M3,P09,2009,1,149
M3,P09,2009,2,136
M3,P09,2009,3,104
M3,P09,2009,4,75
M3,P09,2009,5,56
M3,P09,2009,6,54
M3,P09,2009,7,50
M3,P09,2009,8,32
M3,P09,2009,9,26
M3,P09,2009,10,20
M3,P09,2009,11,16
M3,P09,2009,12,7
M3,P10,2007,11,1
M3,P11,2006,11,1
M3,P11,2006,12,6
M3,P11,2007,1,4
M3,P11,2007,2,5
M3,P11,2007,3,11
M3,P11,2007,4,16
M3,P11,2007,5,14
M3,P11,2007,6,7
M3,P11,2007,7,17
M3,P11,2007,8,6
M3,P11,2007,9,10
M3,P11,2007,10,11
M3,P11,2007,11,9
M3,P11,2007,12,8
M3,P11,2008,1,10
M3,P11,2008,2,12
M3,P11,2008,3,13
M3,P11,2008,4,8
M3,P11,2008,5,10
M3,P11,2008,6,9
M3,P11,2008,7,8
M3,P11,2008,8,6
M3,P11,2008,9,4
M3,P11,2008,10,3
M3,P11,2008,11,9
M3,P11,2008,12,4
M3,P11,2009,1,11
M3,P11,2009,2,6
M3,P11,2009,3,2
M3,P11,2009,4,4
M3,P11,2009,5,1
M3,P11,2009,6,2
M3,P11,2009,7,3
M3,P11,2009,8,3
M3,P11,2009,9,2
M3,P12,2006,11,10
M3,P12,2006,12,19
M3,P12,2007,1,114
M3,P12,2007,2,164
M3,P12,2007,3,240
M3,P12,2007,4,360
M3,P12,2007,5,388
M3,P12,2007,6,508
M3,P12,2007,7,753
M3,P12,2007,8,754
M3,P12,2007,9,783
M3,P12,2007,10,1079
M3,P12,2007,11,728
M3,P12,2007,12,1137
M3,P12,2008,1,1010
M3,P12,2008,2,1077
M3,P12,2008,3,1304
M3,P12,2008,4,942
M3,P12,2008,5,776
M3,P12,2008,6,854
M3,P12,2008,7,944
M3,P12,2008,8,1070
M3,P12,2008,9,926
M3,P12,2008,10,946
M3,P12,2008,11,1057
M3,P12,2008,12,620
M3,P12,2009,1,511
M3,P12,2009,2,384
M3,P12,2009,3,282
M3,P12,2009,4,144
M3,P12,2009,5,124
M3,P12,2009,6,131
M3,P12,2009,7,91
M3,P12,2009,8,82
M3,P12,2009,9,47
M3,P12,2009,10,37
M3,P12,2009,11,33
M3,P12,2009,12,24
M3,P13,2006,12,6
M3,P13,2007,1,16
M3,P13,2007,2,38
M3,P13,2007,3,30
M3,P13,2007,4,54
M3,P13,2007,5,30
M3,P13,2007,6,22
M3,P13,2007,7,22
M3,P13,2007,8,22
M3,P13,2007,9,28
M3,P13,2007,10,28
M3,P13,2007,11,23
M3,P13,2007,12,16
M3,P13,2008,1,22
M3,P13,2008,2,23
M3,P13,2008,3,29
M3,P13,2008,4,19
M3,P13,2008,5,17
M3,P13,2008,6,16
M3,P13,2008,7,19
M3,P13,2008,8,21
M3,P13,2008,9,20
M3,P13,2008,10,13
M3,P13,2008,11,24
M3,P13,2008,12,11
M3,P13,2009,1,14
M3,P13,2009,2,11
M3,P13,2009,3,5
M3,P13,2009,4,7
M3,P13,2009,5,4
M3,P13,2009,6,6
M3,P13,2009,7,1
M3,P13,2009,8,5
M3,P13,2009,10,5
M3,P15,2006,10,1
M3,P15,2006,11,7
M3,P15,2006,12,13
M3,P15,2007,1,32
M3,P15,2007,2,25
M3,P15,2007,3,48
M3,P15,2007,4,45
M3,P15,2007,5,45
M3,P15,2007,6,57
M3,P15,2007,7,60
M3,P15,2007,8,80
M3,P15,2007,9,83
M3,P15,2007,10,86
M3,P15,2007,11,84
M3,P15,2007,12,81
M3,P15,2008,1,92
M3,P15,2008,2,93
M3,P15,2008,3,99
M3,P15,2008,4,90
M3,P15,2008,5,71
M3,P15,2008,6,97
M3,P15,2008,7,82
M3,P15,2008,8,81
M3,P15,2008,9,76
M3,P15,2008,10,73
M3,P15,2008,11,76
M3,P15,2008,12,78
M3,P15,2009,1,61
M3,P15,2009,2,43
M3,P15,2009,3,22
M3,P15,2009,4,11
M3,P15,2009,5,18
M3,P15,2009,6,15
M3,P15,2009,7,9
M3,P15,2009,8,7
M3,P15,2009,9,4
M3,P15,2009,10,1
M3,P15,2009,11,2
M3,P16,2006,10,3
M3,P16,2006,11,11
M3,P16,2006,12,20
M3,P16,2007,1,47
M3,P16,2007,2,56
M3,P16,2007,3,57
M3,P16,2007,4,71
M3,P16,2007,5,63
M3,P16,2007,6,70
M3,P16,2007,7,89
M3,P16,2007,8,81
M3,P16,2007,9,99
M3,P16,2007,10,85
M3,P16,2007,11,87
M3,P16,2007,12,106
M3,P16,2008,1,81
M3,P16,2008,2,94
M3,P16,2008,3,102
M3,P16,2008,4,61
M3,P16,2008,5,68
M3,P16,2008,6,63
M3,P16,2008,7,68
M3,P16,2008,8,61
M3,P16,2008,9,75
M3,P16,2008,10,66
M3,P16,2008,11,81
M3,P16,2008,12,63
M3,P16,2009,1,47
M3,P16,2009,2,45
M3,P16,2009,3,29
M3,P16,2009,4,13
M3,P16,2009,5,20
M3,P16,2009,6,14
M3,P16,2009,7,9
M3,P16,2009,8,6
M3,P16,2009,9,8
M3,P16,2009,10,3
M3,P16,2009,11,6
M3,P16,2009,12,4
M3,P17,2006,11,1
M3,P17,2006,12,5
M3,P17,2007,1,12
M3,P17,2007,2,19
M3,P17,2007,3,19
M3,P17,2007,4,25
M3,P17,2007,5,17
M3,P17,2007,6,17
M3,P17,2007,7,18
M3,P17,2007,8,18
M3,P17,2007,9,19
M3,P17,2007,10,27
M3,P17,2007,11,21
M3,P17,2007,12,9
M3,P17,2008,1,28
M3,P17,2008,2,16
M3,P17,2008,3,43
M3,P17,2008,4,25
M3,P17,2008,5,22
M3,P17,2008,6,47
M3,P17,2008,7,33
M3,P17,2008,8,32
M3,P17,2008,9,30
M3,P17,2008,10,36
M3,P17,2008,11,24
M3,P17,2008,12,20
M3,P17,2009,1,15
M3,P17,2009,2,5
M3,P17,2009,3,5
M3,P17,2009,4,5
M3,P17,2009,5,8
M3,P17,2009,6,6
M3,P17,2009,7,5
M3,P17,2009,8,1
M3,P17,2009,9,6
M3,P17,2009,11,1
M3,P18,2008,2,1
M3,P19,2007,2,5
M3,P19,2007,3,4
M3,P19,2007,4,2
M3,P19,2007,5,9
M3,P19,2007,6,3
M3,P19,2007,7,7
M3,P19,2007,8,6
M3,P19,2007,9,11
M3,P19,2007,10,7
M3,P19,2007,11,15
M3,P19,2007,12,9
M3,P19,2008,1,6
M3,P19,2008,2,3
M3,P19,2008,3,9
M3,P19,2008,4,8
M3,P19,2008,5,7
M3,P19,2008,6,10
M3,P19,2008,7,5
M3,P19,2008,8,8
M3,P19,2008,9,2
M3,P19,2008,10,6
M3,P19,2008,11,5
M3,P19,2008,12,5
M3,P19,2009,1,5
M3,P19,2009,2,5
M3,P19,2009,3,4
M3,P19,2009,4,2
M3,P19,2009,5,1
M3,P19,2009,6,2
M3,P19,2009,7,3
M3,P19,2009,8,1
M3,P19,2009,9,2
M3,P19,2009,11,1
M3,P20,2006,10,3
M3,P20,2006,11,16
M3,P20,2006,12,33
M3,P20,2007,1,78
M3,P20,2007,2,130
M3,P20,2007,3,130
M3,P20,2007,4,111
M3,P20,2007,5,108
M3,P20,2007,6,172
M3,P20,2007,7,140
M3,P20,2007,8,167
M3,P20,2007,9,207
M3,P20,2007,10,205
M3,P20,2007,11,205
M3,P20,2007,12,206
M3,P20,2008,1,243
M3,P20,2008,2,196
M3,P20,2008,3,221
M3,P20,2008,4,181
M3,P20,2008,5,159
M3,P20,2008,6,193
M3,P20,2008,7,162
M3,P20,2008,8,157
M3,P20,2008,9,179
M3,P20,2008,10,168
M3,P20,2008,11,200
M3,P20,2008,12,145
M3,P20,2009,1,127
M3,P20,2009,2,119
M3,P20,2009,3,96
M3,P20,2009,4,76
M3,P20,2009,5,70
M3,P20,2009,6,65
M3,P20,2009,7,32
M3,P20,2009,8,26
M3,P20,2009,9,21
M3,P20,2009,10,15
M3,P20,2009,11,8
M3,P20,2009,12,6
M3,P21,2006,11,24
M3,P21,2006,12,53
M3,P21,2007,1,165
M3,P21,2007,2,205
M3,P21,2007,3,225
M3,P21,2007,4,242
M3,P21,2007,5,205
M3,P21,2007,6,212
M3,P21,2007,7,218
M3,P21,2007,8,188
M3,P21,2007,9,187
M3,P21,2007,10,212
M3,P21,2007,11,130
M3,P21,2007,12,191
M3,P21,2008,1,125
M3,P21,2008,2,93
M3,P21,2008,3,79
M3,P21,2008,4,54
M3,P21,2008,5,42
M3,P21,2008,6,32
M3,P21,2008,7,29
M3,P21,2008,8,34
M3,P21,2008,9,36
M3,P21,2008,10,28
M3,P21,2008,11,25
M3,P21,2008,12,21
M3,P21,2009,1,18
M3,P21,2009,2,17
M3,P21,2009,3,15
M3,P21,2009,4,12
M3,P21,2009,5,7
M3,P21,2009,6,5
M3,P21,2009,7,6
M3,P21,2009,8,7
M3,P21,2009,9,3
M3,P21,2009,10,6
M3,P21,2009,11,2
M3,P22,2006,12,1
M3,P22,2007,1,4
M3,P22,2007,2,4
M3,P22,2007,3,9
M3,P22,2007,4,7
M3,P22,2007,5,10
M3,P22,2007,6,18
M3,P22,2007,7,14
M3,P22,2007,8,15
M3,P22,2007,9,19
M3,P22,2007,10,24
M3,P22,2007,11,22
M3,P22,2007,12,11
M3,P22,2008,1,16
M3,P22,2008,2,17
M3,P22,2008,3,31
M3,P22,2008,4,30
M3,P22,2008,5,23
M3,P22,2008,6,29
M3,P22,2008,7,25
M3,P22,2008,8,20
M3,P22,2008,9,22
M3,P22,2008,10,27
M3,P22,2008,11,32
M3,P22,2008,12,25
M3,P22,2009,1,35
M3,P22,2009,2,20
M3,P22,2009,3,11
M3,P22,2009,4,10
M3,P22,2009,5,14
M3,P22,2009,6,6
M3,P22,2009,7,9
M3,P22,2009,8,5
M3,P22,2009,9,3
M3,P22,2009,10,2
M3,P22,2009,11,1
M3,P23,2008,2,1
M3,P24,2006,11,8
M3,P24,2006,12,22
M3,P24,2007,1,33
M3,P24,2007,2,37
M3,P24,2007,3,45
M3,P24,2007,4,48
M3,P24,2007,5,42
M3,P24,2007,6,46
M3,P24,2007,7,48
M3,P24,2007,8,58
M3,P24,2007,9,62
M3,P24,2007,10,68
M3,P24,2007,11,70
M3,P24,2007,12,58
M3,P24,2008,1,90
M3,P24,2008,2,86
M3,P24,2008,3,112
M3,P24,2008,4,81
M3,P24,2008,5,78
M3,P24,2008,6,100
M3,P24,2008,7,109
M3,P24,2008,8,103
M3,P24,2008,9,113
M3,P24,2008,10,100
M3,P24,2008,11,163
M3,P24,2008,12,112
M3,P24,2009,1,95
M3,P24,2009,2,73
M3,P24,2009,3,52
M3,P24,2009,4,42
M3,P24,2009,5,32
M3,P24,2009,6,29
M3,P24,2009,7,20
M3,P24,2009,8,18
M3,P24,2009,9,11
M3,P24,2009,10,7
M3,P24,2009,11,4
M3,P24,2009,12,1
M3,P25,2006,12,5
M3,P25,2007,1,2
M3,P25,2007,2,6
M3,P25,2007,3,3
M3,P25,2007,4,6
M3,P25,2007,5,4
M3,P25,2007,6,3
M3,P25,2007,7,6
M3,P25,2007,8,12
M3,P25,2007,9,9
M3,P25,2007,10,8
M3,P25,2007,11,8
M3,P25,2007,12,6
M3,P25,2008,1,7
M3,P25,2008,2,10
M3,P25,2008,3,7
M3,P25,2008,4,2
M3,P25,2008,5,3
M3,P25,2008,6,8
M3,P25,2008,7,7
M3,P25,2008,8,4
M3,P25,2008,9,4
M3,P25,2008,10,1
M3,P25,2008,11,10
M3,P25,2008,12,5
M3,P25,2009,1,2
M3,P25,2009,2,3
M3,P25,2009,3,1
M3,P25,2009,4,3
M3,P25,2009,5,6
M3,P25,2009,6,1
M3,P25,2009,9,1
M3,P26,2006,11,4
M3,P26,2006,12,9
M3,P26,2007,1,33
M3,P26,2007,2,54
M3,P26,2007,3,70
M3,P26,2007,4,118
M3,P26,2007,5,70
M3,P26,2007,6,90
M3,P26,2007,7,108
M3,P26,2007,8,135
M3,P26,2007,9,126
M3,P26,2007,10,211
M3,P26,2007,11,131
